BUYER_DEA_NO,BUYER_STATE,BUYER_COUNTY,lat,lon
BR5157032,AL,JEFFERSON,33.5888303,-86.7679163
AP9018602,AL,JEFFERSON,33.612497,-86.964451
AG7193458,AL,JEFFERSON,33.5958716,-86.9418528
FS0201640,AL,JEFFERSON,33.5343078,-86.7030094
BS9184576,AL,JEFFERSON,33.5343078,-86.7030094
AB0479003,AL,MOBILE,30.6653586,-88.087365
AK7612977,AL,MOBILE,30.6756094,-88.0864886
BN9770478,AL,MOBILE,30.6647588,-88.1054797
AD1056123,AL,MOBILE,30.6975625,-88.1046142
AK5959210,AL,MOBILE,30.6386367,-88.1413069
AS5800405,AL,MOBILE,30.6376914,-88.1406916
BR5156840,AL,MOBILE,30.651587,-88.147543
BW9010024,AL,MOBILE,30.6764962,-88.147971
BS9670933,AL,MOBILE,30.6845221,-88.1313502
BK1188817,AL,MOBILE,30.7204703,-88.1652946
BW5181994,AL,MOBILE,30.7288099,-88.1741052
BC6861353,AL,MOBILE,30.6850457,-88.2070837
BP7213577,AL,MOBILE,30.6785735,-88.1976109
BC5814810,AL,MOBILE,30.754931,-88.1195915
BR5154656,AL,MOBILE,30.7517957,-88.118299
AS3164023,AL,WALKER,33.8477034,-87.2862227
AP7168847,AL,WALKER,33.8709411,-87.2672085
FS1159450,AL,WALKER,33.8338675,-87.2793574
BF0134267,AL,WALKER,33.849439,-87.2766503
AS3173008,AL,WALKER,33.8338551,-87.2793929
FM3156115,AL,WALKER,33.8307818,-87.2777237
AH6900193,AL,CULLMAN,34.0635303,-86.749357
BR5156484,AL,JEFFERSON,33.4545256,-86.7302558
BH4793522,AL,JEFFERSON,33.460806,-86.730565
BW4005054,AL,JEFFERSON,33.4629949,-86.7300569
BB5526491,AL,JEFFERSON,33.4519409,-86.7286215
BP7999038,AL,JEFFERSON,33.4449457,-86.7932895
BR5764382,AL,JEFFERSON,33.4468782,-86.7915652
BR5156535,AL,JEFFERSON,33.437035,-86.789344
FW0370510,AL,JEFFERSON,33.4286397,-86.7918224
BV1471630,AL,JEFFERSON,33.4375455,-86.7897259
FU1387249,AL,JEFFERSON,33.4530792,-86.7877796
FW1093044,AL,JEFFERSON,33.4606277,-86.968353
FW1260645,AL,MOBILE,30.7649432,-88.1278739
BH2254883,AL,MOBILE,30.7666389,-88.1318729
BO7782356,AL,SAINT CLAIR,33.6757853,-86.4057383
BF9609249,AL,SAINT CLAIR,33.6722464,-86.4120471
BM8283373,AL,SHELBY,33.4366246,-86.6612264
FP3166647,AL,SHELBY,33.4240462,-86.6694662
AN8668242,AL,SHELBY,33.3448638,-86.7704464
BW3575238,AL,JEFFERSON,33.3822821,-86.7392014
BF7823277,AL,SHELBY,33.2837849,-86.8237094
BC8485294,AL,DALE,31.4524045,-85.6377518
BM7156436,AL,DALLAS,32.4315242,-87.056728
BR5156509,AL,DALLAS,32.4305903,-87.0329895
BW2635639,AL,DALLAS,32.4319241,-87.0425379
AI0479673,AL,DALLAS,32.4165464,-87.04486
BR3444938,AL,DE KALB,34.4983745,-85.8544181
BS9881562,AL,DE KALB,34.5593156,-85.8017969
BI6487486,AL,DE KALB,34.4877771,-85.8522367
BF8509614,AL,DE KALB,34.484431,-85.8540786
FW2878710,AL,DE KALB,34.5593156,-85.8017969
FH2730201,AL,DE KALB,34.495301,-85.849075
BR9382615,AL,JEFFERSON,33.4815162,-87.0706799
AT3182108,AL,JEFFERSON,33.3762123,-86.9901116
FH1167128,AL,JEFFERSON,33.391047,-86.975899
BD5679963,AL,JEFFERSON,33.3908237,-86.977992
AG7111658,AL,JEFFERSON,33.4021329,-86.8082682
FP1147265,AL,JEFFERSON,33.4035265,-86.8077303
BU7527154,AL,JEFFERSON,33.3909988,-86.807009
AK6658756,AL,MOBILE,30.684928,-88.226515
AB8629113,AL,MOBILE,30.5555957,-88.1739751
BV6006919,AL,MONROE,31.5054144,-87.3160219
BM4914784,AL,MONROE,31.5060522,-87.3182936
FW1241518,AL,MONROE,31.4769653,-87.3355408
FF1400744,AL,MONROE,31.5149774,-87.3175314
BF3136050,AL,MONROE,31.5120811,-87.31837
BW5382647,AL,MONROE,31.4769653,-87.3355408
BD9599361,AL,MONTGOMERY,32.3529127,-86.3238109
BW6338835,AL,TUSCALOOSA,33.3063536,-87.6029936
FF0189503,AL,DE KALB,34.4441838,-85.9068917
BP6707826,AL,DE KALB,34.444807,-85.9083905
AF7495888,AL,DE KALB,34.4441838,-85.9068917
AL2049561,AL,ELMORE,32.6367182,-86.3192544
AC0476449,AL,LAMAR,33.7618624,-88.107857
FF0193196,AL,LAMAR,33.7534079,-88.1142655
BW9817062,AL,LAUDERDALE,34.7984459,-87.6736007
BB7962221,AL,LAUDERDALE,34.8016632,-87.67726
AM2618520,AL,LAUDERDALE,34.8235902,-87.6820166
BH2166141,AL,MONTGOMERY,32.3582506,-86.2840562
AR0479039,AL,MONTGOMERY,32.350917,-86.28974
BR5155329,AL,MONTGOMERY,32.3276101,-86.2825494
BW4298394,AL,MONTGOMERY,32.4203542,-86.2700416
AA7996412,AL,MONTGOMERY,32.3370045,-86.2599623
BK2368531,AL,MONTGOMERY,32.3370221,-86.2605573
BH9458705,AL,MONTGOMERY,32.3639011,-86.2717628
BP9520669,AL,MONTGOMERY,32.3554625,-86.2659323
BW5383601,AL,MONTGOMERY,32.3851579,-86.1848707
BH1867742,AL,MONTGOMERY,32.3831209,-86.1738249
AS9555852,AL,WALKER,33.8250471,-87.0880024
AB7304607,AL,WALKER,33.9397227,-87.2193736
AJ6381963,AL,ELMORE,32.5516498,-86.1908032
BF9335200,AL,LAUDERDALE,34.844697,-87.5802481
BF9603576,AL,LAUDERDALE,34.8577035,-87.5517919
FK1113517,AL,LAUDERDALE,34.8577035,-87.5517919
BW4861731,AL,MONTGOMERY,32.3255308,-86.2376032
BM1252511,AL,SHELBY,33.0915591,-86.8651428
AS0479611,AL,SHELBY,33.1005165,-86.8630115
BR5156737,AL,SHELBY,33.1791507,-86.6147286
AD0482810,AL,SHELBY,33.1779292,-86.6068893
AP1488015,AL,ETOWAH,34.0175196,-86.0154658
BW8554669,AL,ETOWAH,34.010441899999996,-85.9915044
BR5157121,AL,ETOWAH,34.0033029,-85.969806
BW5382750,AL,ETOWAH,34.0126461,-85.9871176
AK5302877,AL,ETOWAH,34.007228,-85.996118
AK0476463,AL,LAUDERDALE,34.8580698,-87.5414225
BR2913108,AL,LAUDERDALE,34.8437198,-87.2947922
BT0659435,AL,MORGAN,34.5611653,-87.0183426
BH0738267,AL,TUSCALOOSA,33.236697,-87.549938
AH7464186,AL,HALE,33.0173587,-87.5996978
FW0884660,AL,TUSCALOOSA,33.1969384,-87.4775213
BF6722183,AL,TUSCALOOSA,33.1969775,-87.4763384
BJ4926979,AL,TUSCALOOSA,33.1860822,-87.5775349
AK6213716,AL,TUSCALOOSA,33.1632478,-87.5456118
AK9704152,AL,ETOWAH,33.973292,-86.058267
BC5585293,AL,LAWRENCE,34.667777,-87.3119607
BB6877596,AL,LAWRENCE,34.6813813,-87.4033626
BP6696580,AL,MORGAN,34.470552,-87.058337
AG8945048,AL,MORGAN,34.4462633,-86.9355912
AV2583208,AL,WALKER,33.8854743,-87.520205
AK0481503,AL,WALKER,33.888955,-87.530052
AS0464026,AL,WALKER,33.888849,-87.529736
BH6046040,AL,WINSTON,34.2001744,-87.1758366
BS7051143,AL,WALKER,33.7408064,-87.2684145
BG9528045,AL,WALKER,33.7406079,-87.2683294
AW6630900,AL,WALKER,33.7471336,-87.2701147
BT6790883,AL,COLBERT,34.7320245,-87.704834
BI4701733,AL,COLBERT,34.7320944,-87.7038851
BC5831208,AL,MONTGOMERY,32.3401717,-86.196351
BR5156624,AL,SHELBY,33.2809701,-86.8517759
BW6039829,AL,SHELBY,33.2795471,-86.850849
FH2454902,AL,SHELBY,33.2746241,-86.8513059
BE7144772,AL,SHELBY,33.2746207,-86.851313
BI6376190,AL,DE KALB,34.6973863,-85.6666087
BC2299419,AL,DE KALB,34.4378688,-85.7562705
FK1689794,AL,DE KALB,34.4377419,-85.7557297
BJ2537364,AL,BIBB,32.9446581,-87.136016
BR5154909,AL,BIBB,32.9473685,-87.1449389
BW5383067,AL,BIBB,32.9641663,-87.1720479
BR5154682,AL,HOUSTON,31.2171317,-85.3617852
BW8168040,AL,HOUSTON,31.2157883,-85.3601657
BT9374149,AL,HOUSTON,31.2152624,-85.3594447
BK8346226,AL,ETOWAH,34.1162335,-86.3898532
AS7365390,AL,ETOWAH,34.1162498,-86.3907732
BL6354839,AL,BLOUNT,33.9039126,-86.6206554
BR5157020,AL,BUTLER,31.8450955,-86.639735
FT0352079,AL,BUTLER,31.8305379,-86.6218183
BT8773928,AL,BUTLER,31.8311208,-86.6220152
BW5382623,AL,BUTLER,31.8493659,-86.6472088
BW5382851,AL,CALHOUN,33.7200297,-85.8201445
BW5382572,AL,CALHOUN,33.5990073,-85.832306
BQ8121814,AL,CALHOUN,33.6146221,-85.8073761
BH2094390,AL,CALHOUN,33.6158475,-85.8269457
BT9835096,AL,CALHOUN,33.608593,-85.7823623
BW0476069,AL,CALHOUN,33.6466065,-85.863377
BW5383699,AL,CLARKE,31.9397547,-87.7396183
AF2455233,AL,CLARKE,31.9152241,-87.7404102
FW0790685,AL,CLARKE,31.9285315,-87.7392594
AH9177064,AL,CLARKE,31.9236,-87.741017
FW0456586,AL,CLARKE,31.5372624,-87.8883032
BJ7570167,AL,CLARKE,31.524009,-87.89574
AB7489695,AL,CALHOUN,33.6122741,-85.9622853
AH2661254,AL,CALHOUN,33.7155135,-85.8547114
BY7654987,AL,CLAY,33.3106574,-85.7518238
BL6568678,AL,CLAY,33.3090997,-85.754435
AA0471552,AL,CLAY,33.273757,-85.8359563
BT0796409,AL,CLAY,33.2772962,-85.823048
FA1575058,AL,CLAY,33.2733361,-85.83261
BO0898962,AL,CALHOUN,33.7818346,-86.0368203
BE8487589,AL,CULLMAN,34.0496678,-86.8713134
AL5617658,AL,CHAMBERS,32.8829393,-85.4098922
FL2386452,AL,CHAMBERS,32.8829393,-85.4098922
BM5694927,AL,COFFEE,31.31643,-85.8583597
AB7939549,AL,COFFEE,31.315073,-85.8541259
BW9061172,AL,COFFEE,31.3225146,-85.8303254
AH2587143,AL,COFFEE,31.3238007,-85.8303459
AM2867399,AL,COLBERT,34.763667,-87.6966107
AT1454468,AL,COLBERT,34.7623221,-87.6990628
BF9089245,AL,COLBERT,34.7177533,-87.6953209
FS3137090,AL,COLBERT,34.7447637,-87.6928182
AH0478695,AL,CHAMBERS,32.8266236,-85.1740444
BW5329049,AL,CHAMBERS,32.8351551,-85.1788784
AV6437378,AL,CHAMBERS,32.8314216,-85.1761049
FV3250317,AL,CHAMBERS,32.8314216,-85.1761049
AA7955377,AL,CHEROKEE,34.1610369,-85.7032728
AD3473523,AL,CHEROKEE,34.1607971,-85.6682497
BR5156852,AL,CHEROKEE,34.1585621,-85.6712991
BK3596004,AL,CHEROKEE,34.1603425,-85.7035512
BW8380127,AL,CHEROKEE,34.1628289,-85.7126492
BD8846644,AL,CHEROKEE,34.1604215,-85.6685388
BF9309659,AL,LAMAR,34.1745199,-86.7036331
AH7790163,AL,CHILTON,32.9594264,-86.7421775
BL0220260,AL,COLBERT,34.7016007,-87.5298999
FS1875903,AL,FRANKLIN,34.5881346,-87.6775052
BW6517241,AL,CULLMAN,34.203375,-86.8261741
AC3474183,AL,CULLMAN,34.1776387,-86.8391119
BH8533540,AL,CULLMAN,34.1823507,-86.8173858
AT3172929,AL,CULLMAN,34.1993112,-86.8085272
FT2492988,AL,CULLMAN,34.198676,-86.8017677
FS3391733,AL,CULLMAN,34.1993112,-86.8085272
BP9093927,AL,CULLMAN,34.2026324,-86.8284557
AC6963739,AL,CLEBURNE,33.6485047,-85.5873798
AW0469278,AL,CLEBURNE,33.6502109,-85.5869144
AH9245324,AL,BALDWIN,30.5195114,-87.8855512
BW5692353,AL,BALDWIN,30.5207082,-87.8848983
FW0319283,AL,BALDWIN,30.5224985,-87.850678
BR5157284,AL,BALDWIN,30.5163673,-87.8861641
AF0474293,AL,BALDWIN,30.5228554,-87.9031756
BW7127966,AL,BALDWIN,30.5233376,-87.886683
BM9411288,AL,BALDWIN,30.4114828,-87.7688146
BM8778168,AL,BALDWIN,30.4072183,-87.7685013
AF0459190,AL,CHAMBERS,32.79679,-85.183734
BC8674714,AL,BALDWIN,30.3917879,-87.6841926
BW9364009,AL,BALDWIN,30.3999306,-87.684077
BS8485282,AL,BALDWIN,30.406264,-87.684794
AW0476817,AL,BALDWIN,30.4062094,-87.6839681
BK4024864,AL,BALDWIN,30.3927507,-87.6826521
BW4203573,AL,BALDWIN,30.3931332,-87.6813811
BW5383574,AL,BALDWIN,30.3825864,-87.68554
BL5234416,AL,BALDWIN,30.411775,-87.437387
FL1751850,AL,BALDWIN,30.414164800000002,-87.4471068
BB7348154,AL,CULLMAN,34.074506,-86.7793858
BR5156523,AL,CULLMAN,34.0609628,-86.7715661
FT0535142,AL,BARBOUR,31.8862463,-85.1458095
BT3324857,AL,BARBOUR,31.8862463,-85.1458095
AS1609847,AL,BARBOUR,31.8934025,-85.1435096
AE0479712,AL,BARBOUR,31.8935022,-85.1441757
FS3493169,AL,BARBOUR,31.8934112,-85.1435205
BR5156600,AL,JEFFERSON,33.5592102,-86.7302569
BG5508099,AL,JEFFERSON,33.5172017,-86.7476848
BG8962789,AL,JEFFERSON,33.5133232,-86.8974161
AM1994854,AL,ETOWAH,34.0057372,-86.1128196
BR5156016,AL,ETOWAH,34.0204067,-86.089392900000007
BW5382837,AL,ETOWAH,33.9943882,-86.0933317
BR5156371,AL,ETOWAH,33.9571891,-86.0400137
BW8554671,AL,ETOWAH,33.9548165,-86.0406113
BW5126328,AL,ETOWAH,33.9603598,-86.0371849
BM4991914,AL,ETOWAH,33.9667111,-86.0284784
AA8957649,AL,ETOWAH,33.964199,-85.941594
BS3369926,AL,JEFFERSON,33.5077052,-86.7874083
FS2608555,AL,JEFFERSON,33.5088848,-86.7879366
FW3525283,AL,JEFFERSON,33.5118625,-86.7836741
FT2906812,AL,JEFFERSON,33.4970481,-86.7921665
BR5156080,AL,JEFFERSON,33.5893039,-86.6967533
FW1125322,AL,JEFFERSON,33.5899943,-86.6964347
FP2090378,AL,JEFFERSON,33.6005939,-86.6911614
BM2358198,AL,JEFFERSON,33.596457,-86.6676502
BP7025390,AL,JEFFERSON,33.6012059,-86.6909388
BB2472568,AL,JEFFERSON,33.63251,-86.6826691
BD5673365,AL,JEFFERSON,33.6332784,-86.682721
AW0472009,AL,JEFFERSON,33.4394759,-86.9944087
AM0469127,AL,JEFFERSON,33.4157817,-86.9891016
FM1839767,AL,JEFFERSON,33.4157817,-86.9891016
BW9765376,AL,JEFFERSON,33.3940167,-86.9698776
BL4089480,AL,JEFFERSON,33.3891835,-86.9583801
BJ4145707,AL,DALE,31.3066615,-85.4933201
FP2260949,AL,DALLAS,32.4369607,-87.0913964
AB0481096,AL,JEFFERSON,33.4891086,-86.9152579
BW5383524,AL,JEFFERSON,33.4667199,-86.912564
BR5156357,AL,JEFFERSON,33.4642602,-86.9114995
BL8210356,AL,JEFFERSON,33.4510521,-86.8121899
BT9548693,AL,JEFFERSON,33.4660229,-86.8302704
BS6992956,AL,JEFFERSON,33.4474595,-86.8200427
BW5382635,AL,JEFFERSON,33.4469749,-86.8209358
FP2400959,AL,JEFFERSON,33.4613048,-86.8341635
BB4422286,AL,JEFFERSON,33.4479924,-86.8238518
BC2216542,AL,JEFFERSON,33.5022218,-86.7559821
BH2196257,AL,JEFFERSON,33.4854225,-86.7734115
BC6016504,AL,JEFFERSON,33.5026915,-86.7571775
AV0481438,AL,JEFFERSON,33.502353,-86.7552686
BH3416357,AL,JEFFERSON,33.502353,-86.7552686
BR5157070,AL,JEFFERSON,33.5474764,-86.5516629
FC0011899,AL,DE KALB,34.6199263,-85.75864
AH8647236,AL,DE KALB,34.6309045,-85.7449655
BK8769094,AL,DE KALB,34.4929787,-85.8456611
BH2857463,AL,DE KALB,34.494113,-85.8465042
BA8873122,AL,DE KALB,34.4914257,-85.825284
FG0303329,AL,DE KALB,34.3573671,-86.0143554
AG3471226,AL,DE KALB,34.3601495,-86.0086551
FB3265851,AL,FAYETTE,33.6597925,-87.601734
BB4326244,AL,FAYETTE,33.6597925,-87.601734
BR5154810,AL,JEFFERSON,33.6181061,-86.6117292
BT6966913,AL,JEFFERSON,33.605268,-86.6375289
BW5742297,AL,JEFFERSON,33.6151349,-86.6180372
BC4397104,AL,JEFFERSON,33.701431,-86.602469
BS9994066,AL,JEFFERSON,33.5340441,-86.6922716
BF2984866,AL,JEFFERSON,33.5427514,-86.6895219
BK9378440,AL,DE KALB,34.4665226,-85.7002983
FW0164652,AL,DE KALB,34.4383964,-85.7549547
BW5383322,AL,DE KALB,34.4399919,-85.7620185
BC2313790,AL,DE KALB,34.4602258,-85.7061273
BH3118761,AL,DE KALB,34.452957,-85.7114665
AK8739407,AL,DE KALB,34.4395926,-85.7504818
FA0477516,AL,DE KALB,34.4644167,-85.7275286
AR2209636,AL,FRANKLIN,34.4315594,-88.1401048
BR5157107,AL,JEFFERSON,33.806046,-86.8118199
AW0478912,AL,JEFFERSON,33.8151452,-86.8083234
AB2703874,AL,JEFFERSON,33.8160015,-86.8077349
BT9588661,AL,JEFFERSON,33.8034569,-86.9420054
BP7905714,AL,SHELBY,33.47954,-86.7021521
BW9552945,AL,JEFFERSON,33.4445047,-86.7894674
BH7416046,AL,JEFFERSON,33.4651076,-86.7690487
FB3372668,AL,JEFFERSON,33.4642365,-86.7764088
FU3191145,AL,JEFFERSON,33.4651076,-86.7690487
BR6254798,AL,JEFFERSON,33.4265795,-86.7748419
BR5156838,AL,JEFFERSON,33.4225394,-86.7728541
BF6101101,AL,JEFFERSON,33.4632132,-86.9142596
FM3178971,AL,JEFFERSON,33.4637729,-86.9089374
AH0473645,AL,GENEVA,31.0490944,-85.8840808
BW5383637,AL,GENEVA,31.0514132,-85.8993835
FG0141414,AL,GENEVA,31.0490546,-85.8880676
FM0817455,AL,GENEVA,31.0495502,-85.9012611
BG7165916,AL,GENEVA,31.034021,-85.8636505
AJ7214644,AL,JEFFERSON,33.626869,-86.686711
BW8107826,AL,JEFFERSON,33.6375363,-86.684697
AA9454733,AL,JEFFERSON,33.5892432,-86.9371763
BW5383536,AL,JEFFERSON,33.3613017,-87.0021281
BM0363325,AL,JEFFERSON,33.3723727,-86.9906663
BR5156612,AL,JEFFERSON,33.3365077,-86.9166052
BH8248949,AL,JEFFERSON,33.3340603,-86.9181841
BW4621187,AL,JEFFERSON,33.3355363,-86.9189768
AE0473695,AL,JEFFERSON,33.3583066,-86.9751992
BR3051442,AL,GENEVA,31.1024138,-85.6958744
BC1699442,AL,JEFFERSON,33.4357945,-86.8114425
BP5811333,AL,JEFFERSON,33.33547,-86.852619
BW6198964,AL,JEFFERSON,33.3555563,-86.8484346
BW5382558,AL,JEFFERSON,33.3618158,-86.8248581
BP7946366,AL,JEFFERSON,33.3558143,-86.8426277
BB7462726,AL,JEFFERSON,33.3498186,-86.8681786
FW1131654,AL,JEFFERSON,33.3531999,-86.8740443
FT1661013,AL,JEFFERSON,33.3618597,-86.8530832
BB7562261,AL,JEFFERSON,33.3475936,-86.8705889
AF7856098,AL,LAMAR,33.9013159,-88.1340367
BF5238781,AL,HALE,32.6983635,-87.5928945
BR5156674,AL,HALE,32.7007312,-87.5946432
AJ6659962,AL,LAMAR,33.563663,-88.0500987
BF9339361,AL,LAUDERDALE,34.8202593,-87.6509453
FW0158077,AL,LAUDERDALE,34.8285307,-87.63239
AS0481058,AL,LAUDERDALE,34.8290468,-87.625996
BR5156383,AL,LAUDERDALE,34.8206521,-87.6556854
BH2094338,AL,LAUDERDALE,34.8282979,-87.638611
BW5383548,AL,LAUDERDALE,34.8341568,-87.6251166
BM4483311,AL,LAUDERDALE,34.8348918,-87.6330017
BH4571560,AL,LAUDERDALE,34.8364045,-87.6709843
BT7156448,AL,LAUDERDALE,34.8421958,-87.6340326
BM2228876,AL,LAUDERDALE,34.8302603,-87.6667051
BA7784184,AL,LAUDERDALE,34.8337096,-87.630939
BW1768590,AL,LAUDERDALE,34.8335156,-87.6387267
FP3581774,AL,LAUDERDALE,34.8371745,-87.6295895
BR5155470,AL,LAUDERDALE,34.8401206,-87.6888522
FO2141404,AL,LEE,32.5841459,-85.4396931
BW8305890,AL,HOUSTON,31.2293404,-85.4350589
BS2996948,AL,HOUSTON,31.2531615,-85.436147
BD9122691,AL,HOUSTON,31.2407928,-85.4802158
BD5908148,AL,HOUSTON,31.2336225,-85.4539561
BH4723715,AL,HOUSTON,31.2349476,-85.4523043
BW9496351,AL,HOUSTON,31.236917,-85.4590055
BW5280538,AL,HOUSTON,31.234758,-85.4513576
FT0154651,AL,HOUSTON,31.2662148,-85.4462155
FP2246090,AL,HOUSTON,31.238732,-85.4626758
FP2551100,AL,HOUSTON,31.2488199,-85.4288323
BH4723703,AL,HOUSTON,31.2279543,-85.4299406
BB9339400,AL,HOUSTON,31.2270815,-85.4307487
AP4135364,AL,HOUSTON,31.2235972,-85.3952687
BW4075948,AL,HOUSTON,31.1887066,-85.3993418
AK9695543,AL,HOUSTON,31.1935214,-85.4041807
BA8191455,AL,LEE,32.5752679,-85.4992984
FP3018353,AL,LEE,32.6382604,-85.4799339
BW5122027,AL,LEE,32.6652595,-85.3635608
BB4569488,AL,HOUSTON,31.293382,-85.1099872
BJ9774349,AL,JEFFERSON,33.552741,-86.8674
AS4599671,AL,LEE,32.5367687,-85.095573
FU2900101,AL,LEE,32.539229,-85.0992983
BV9990412,AL,DE KALB,34.5698005,-85.6147473
AM8483846,AL,DE KALB,34.5698005,-85.6147473
FA1439947,AL,LEE,32.5841331,-85.4381216
FB3359468,AL,LEE,32.5458893,-85.3722762
AW8768559,AL,LIMESTONE,34.8056446,-86.9826674
BT8431924,AL,LIMESTONE,34.8035544,-86.971208
AL0473683,AL,LIMESTONE,34.8035544,-86.971208
BJ9699185,AL,MADISON,34.7740523,-86.8290016
FP1156517,AL,LIMESTONE,34.7839351,-86.929904
BE6062979,AL,ELMORE,32.627795,-86.0359579
FF0589979,AL,LOWNDES,31.9771524,-86.580393
BR5156713,AL,ELMORE,32.5277404,-86.2052768
FW0309939,AL,ELMORE,32.5264642,-86.2056049
FR0153572,NY,WARREN,32.4790828,-86.1990754
FW2792679,AL,ELMORE,32.5017325,-86.2170054
BW5383663,AL,ELMORE,32.5069811,-86.212356
BF4209208,AL,MACON,32.4218874,-85.6925197
BR5156903,AL,MACON,32.4232495,-85.6923191
BC8159394,AL,MACON,32.4240507,-85.6935224
FC1875915,AL,MACON,32.423906,-85.6934421
FP1091040,AL,AUTAUGA,32.4613776,-86.3983211
FT0366143,AL,AUTAUGA,32.4570247,-86.3959268
AM0478708,AL,ESCAMBIA,31.1249724,-87.074016
FW0664979,AL,ESCAMBIA,31.1391585,-87.06828
BW5382659,AL,ESCAMBIA,31.1480932,-87.0639872
FW1125308,AL,ESCAMBIA,31.1480932,-87.0639872
AH7029184,AL,ESCAMBIA,31.1218501,-87.0690372
BD9540255,AL,ESCAMBIA,31.0228792,-87.2503744
AC2128747,AL,ESCAMBIA,31.000679,-87.260119
BG7196846,AL,ETOWAH,34.0377812,-86.0212552
BR5157208,AL,ETOWAH,34.0220536,-86.0442765
BC2602654,AL,ETOWAH,34.0128088,-86.0026793
BR6655712,AL,ETOWAH,34.007194,-86.002823
BG8992782,AL,ETOWAH,33.9991865,-86.0049417
FP2160581,AL,ETOWAH,34.017992,-86.0104889
BP7071323,AL,MOBILE,30.6993713,-88.0657208
BF9548679,AL,MOBILE,30.6993713,-88.0657209
BW8574344,AL,MOBILE,30.6760028,-88.0886443
AB3182792,AL,MOBILE,30.6766664,-88.0921035
FM2380195,AL,MOBILE,30.6767661,-88.0921631
BR5154935,AL,MOBILE,30.6882372,-88.1008436
BF7785023,AL,MOBILE,30.6912585,-88.1198893
BT4914796,AL,MOBILE,30.6712327,-88.1203095
BA8214241,AL,MOBILE,30.6676603,-88.1236095
BB7081968,AL,MOBILE,30.6993356,-88.1436258
BR5154783,AL,MOBILE,30.6961961,-88.1447704
FP1673501,AL,MOBILE,30.6936741,-88.1504578
AK9045419,AL,MOBILE,30.6794388,-88.1909396
BW8107838,AL,MOBILE,30.6495543,-88.1623489
BW6216469,AL,MOBILE,30.6429146,-88.1747517
BK3376806,AL,MOBILE,30.6393337,-88.187463
BR5154872,AL,MONTGOMERY,32.3859597,-86.2568877
BW7863966,AL,MONTGOMERY,32.327696,-86.2659323
BC0285090,AL,MONTGOMERY,32.3279369,-86.2771167
FW0152671,AL,MONTGOMERY,32.3520652,-86.264663
BH2344430,AL,MONTGOMERY,32.3259007,-86.2996764
BK2484486,AL,MONTGOMERY,32.3662937,-86.243556
BS6192570,AL,MONTGOMERY,32.3651001,-86.2152589
BC4965452,AL,MONTGOMERY,32.3813175,-86.2165437
BF4166989,AL,MONTGOMERY,32.3254428,-86.2808273
BM7024893,AL,MONTGOMERY,32.3590418,-86.2375238
BW2216403,AL,MONTGOMERY,32.3459205,-86.2259095
BB5952608,AL,MONTGOMERY,32.3553744,-86.242048
FM3161647,AL,MONTGOMERY,32.3590418,-86.2375238
BH1997456,AL,MONTGOMERY,32.3556898,-86.2422464
BN8003422,AL,MONTGOMERY,32.3344343,-86.2306971
BW6337770,AL,MONTGOMERY,32.384026,-86.1979795
BN9766645,AL,MADISON,34.7949144,-86.5776287
BP8533552,AL,MADISON,34.7390429,-86.5759769
BS6661424,AL,MADISON,34.7384607,-86.5763629
BR5156460,AL,MADISON,34.7443262,-86.577112
BW8645496,AL,MOBILE,30.8245502,-88.0711709
BM4680612,AL,MOBILE,30.8200692,-88.0794271
AK8655891,AL,MOBILE,30.8231768,-88.071181
BF7921035,AL,MOBILE,30.824903,-88.074717
FF1378125,AL,MOBILE,30.824903,-88.074717
AM0472011,AL,MOBILE,30.8526064,-88.0578029
BA5604372,AL,MONTGOMERY,32.3392651,-86.1704028
BH3740734,AL,MONTGOMERY,32.3387425,-86.1700311
BT8510112,AL,MONTGOMERY,32.360578,-86.1604905
BB1568116,AL,MONTGOMERY,32.340304,-86.193961
BB8523296,AL,MONTGOMERY,32.3603697,-86.1378101
FC0513502,AL,MONTGOMERY,32.363768,-86.150692
BP6611518,AL,MONTGOMERY,32.3725388,-86.1673473
BW8572403,AL,MONTGOMERY,32.3817413,-86.1808182
BR5156787,AL,MONTGOMERY,32.3820221,-86.1740235
FA2175291,AL,MONTGOMERY,32.3756502,-86.1708445
FX0749498,AL,MONTGOMERY,32.3756502,-86.1708445
BP9379339,AL,MONTGOMERY,32.3813766,-86.171679
FA0525898,AL,MONTGOMERY,32.3474525,-86.0942884
FW0217150,AL,MONTGOMERY,32.3546687,-86.1349495
BW5383586,AL,MONTGOMERY,32.3258962,-86.2320466
BV8883527,AL,MONTGOMERY,32.338189,-86.1614253
BW3736800,AL,MONTGOMERY,32.3371644,-86.1772422
BW7249661,AL,SHELBY,33.1460285,-86.7520085
FP1914894,AL,SHELBY,33.1555024,-86.7484731
BW9529326,AL,SHELBY,33.2146714,-86.8278276
BR5842528,AL,MADISON,34.734441,-86.6531977
BT7375492,AL,MADISON,34.7412615,-86.6821107
BS8262393,AL,MADISON,34.7358331,-86.6584102
BS8446266,AL,MADISON,34.7121413,-86.673957
BR5154719,AL,MADISON,34.6725352,-86.5385766
BW8061208,AL,MADISON,34.6723996,-86.5401251
BT7522813,AL,MADISON,34.674648,-86.5443483
BW7305368,AL,MADISON,34.7121147,-86.6085669
BM4869698,AL,MADISON,34.7122499,-86.62588
FS0656061,AL,MADISON,34.6595953,-86.5401308
